,PROVINCE,DISTRICT,CONSTITUENCY,WARD,POLLING DISTRICT NAME,POLLING STATION NAME,PHASE
7614,SOUTHERN,KAZUNGULA,KATOMBOLA,SEKUTE,MAKUNKA,Makunka Primary School,4
7615,SOUTHERN,KAZUNGULA,KATOMBOLA,KANCHELE,SIMALOLO,Maliye Church of Christ,4
7616,SOUTHERN,KAZUNGULA,KATOMBOLA,BOMBWE,MULANGA,Mulanga Heatlh Post,4
7617,SOUTHERN,KAZUNGULA,KATOMBOLA,KANCHELE,SIHUMBWA,Sihumbwa Primary School,4
7618,SOUTHERN,KAZUNGULA,KATOMBOLA,MUSOKOTWANE,SINDE,Sinde Primary School,4
7619,SOUTHERN,KAZUNGULA,KATOMBOLA,MUSOKOTWANE,SIAKASIPA,Siakasipa Primary School,4
7620,SOUTHERN,KAZUNGULA,KATOMBOLA,KATAPAZI,WOODLANDS,Woodlands Primary School,4
7621,SOUTHERN,KAZUNGULA,KATOMBOLA,KATAPAZI,SUPRISE FARMS,Suprise Community School,4
7622,SOUTHERN,KAZUNGULA,KATOMBOLA,KATAPAZI,SIMATOBOLO,Simatobolo Primary School,4
7623,SOUTHERN,KAZUNGULA,KATOMBOLA,MUKUNI,CHISE,Kamwi Primary School,4
7624,SOUTHERN,KAZUNGULA,KATOMBOLA,MUKUNI,NGANDU,Ngandu Primary School,4
7625,SOUTHERN,KAZUNGULA,KATOMBOLA,CHOOMA,JANDA,Janda Primary School,4
7626,SOUTHERN,KAZUNGULA,KATOMBOLA,NGUBA,MUYALA,Muyala Community School,4
7627,SOUTHERN,KAZUNGULA,KATOMBOLA,KAUWE,KATONDO,Katondo Primary School,4
7628,SOUTHERN,KAZUNGULA,KATOMBOLA,KAUWE,KAUNGA,Kaunga Primary School,4
7629,SOUTHERN,KAZUNGULA,KATOMBOLA,KAUWE,SICHIBAKA,Sichibaka Community School,4
7630,SOUTHERN,KAZUNGULA,KATOMBOLA,MUKUNI,SONGWE,Songwe Basic School,4
7631,SOUTHERN,KAZUNGULA,KATOMBOLA,NYAWA,MABWA CHALOKA,Mabwa Primary School,4
7632,SOUTHERN,KAZUNGULA,KATOMBOLA,KAZUNGULA CENTRAL,CIVIC CENTRE,Kazungula Civic Centre,1-4
7633,SOUTHERN,LIVINGSTONE,LIVINGSTONE,FREEDOM,NDEKE,Victoria Pre School,1
7634,SOUTHERN,LIVINGSTONE,LIVINGSTONE,DR. MUBITANA,SOS,Sos Village,1
7635,SOUTHERN,LIVINGSTONE,LIVINGSTONE,KASIYA,NATEBE,Natebe Community School,1
7636,SOUTHERN,LIVINGSTONE,LIVINGSTONE,KASIYA,MARTINDALE,Martindale Farm,1
7637,SOUTHERN,LIVINGSTONE,LIVINGSTONE,SIMATOBOLO,LIBUYU NORTH EAST B,Chileleko Primary School,1
7638,SOUTHERN,LIVINGSTONE,LIVINGSTONE,KABILA,SIACHIYASA,Kakunka Open Space (Tent),1
7639,SOUTHERN,LIVINGSTONE,LIVINGSTONE,SHUNGU,SONGWE,Songwe Catholic Church,1
7640,SOUTHERN,LIVINGSTONE,LIVINGSTONE,NANSANZU,NANSANZU,Nansanzu Basic School,1
7641,SOUTHERN,LIVINGSTONE,LIVINGSTONE,MULUNGUSHI,MARAMBA CENTRAL A,UCZ Church,1
7642,SOUTHERN,LIVINGSTONE,LIVINGSTONE,MARAMBA,MARAMBA WEST A,MC Pre School,1
7643,SOUTHERN,LIVINGSTONE,LIVINGSTONE,MWALIBONENA,ZECCO,Shaba Open Space,1
7644,SOUTHERN,LIVINGSTONE,LIVINGSTONE,FREEDOM,AIRPORT,Mukamusamba School,1
7645,SOUTHERN,LIVINGSTONE,LIVINGSTONE,NAMATAMA,NAMATAMA,Namatama School,1
7646,SOUTHERN,LIVINGSTONE,LIVINGSTONE,NAMATAMA,SOUTHERN QUARIES,New Apostolic Church,1
7647,SOUTHERN,LIVINGSTONE,LIVINGSTONE,LIZUMA,DAMBWA NORTH – A,Kazungula Council Office (Former),1
7648,SOUTHERN,LIVINGSTONE,LIVINGSTONE,FREEDOM,MWANDI,Mwandi Community School,1
7649,SOUTHERN,LIVINGSTONE,LIVINGSTONE,ZAMBEZI,GAME VIEW,New Apostolic Church Game View,1
7650,SOUTHERN,LIVINGSTONE,LIVINGSTONE,ZAMBEZI,DSV EXTENSION,Rise and Shine Community School,1
7651,SOUTHERN,LIVINGSTONE,LIVINGSTONE,NAKATINDI,INDECO,Cowboy Community School,1
7652,SOUTHERN,LIVINGSTONE,LIVINGSTONE,SIMONGA,MURRAY FARM,Water Berry,1
7653,SOUTHERN,LIVINGSTONE,LIVINGSTONE,SIMONGA,KAMATANDA,New Apostolic Church,1
7654,SOUTHERN,LIVINGSTONE,LIVINGSTONE,FREEDOM,DAMBWA NORTH EXTENSION,Mujala SDA Church,2
7655,SOUTHERN,LIVINGSTONE,LIVINGSTONE,DR. MUBITANA,HIGHLAND,Zambia School of Biblical Studies,2
7656,SOUTHERN,LIVINGSTONE,LIVINGSTONE,KASIYA,NATEBE DAM,Natebe Dam Community School (Tent),2
7657,SOUTHERN,LIVINGSTONE,LIVINGSTONE,KASIYA,KASIYA,Kasiya Clinic,2
7658,SOUTHERN,LIVINGSTONE,LIVINGSTONE,LIBUYU,LIBUYU NORTH,Maria Assumpta Primary School,2
7659,SOUTHERN,LIVINGSTONE,LIVINGSTONE,KABILA,SAKUBITA,Linda South Primary School,2
7660,SOUTHERN,LIVINGSTONE,LIVINGSTONE,SHUNGU,VICTORIA FALLS,Palm Grove Basic School,2
7661,SOUTHERN,LIVINGSTONE,LIVINGSTONE,NANSANZU,LINDA CENTRAL A,Linda Welfare Hall,2
7662,SOUTHERN,LIVINGSTONE,LIVINGSTONE,KARIBA,SEKASEKA,Linda West Basic School,2
7663,SOUTHERN,LIVINGSTONE,LIVINGSTONE,MARAMBA,MARAMBA WEST B,MC Pre School,2
7664,SOUTHERN,LIVINGSTONE,LIVINGSTONE,MULUNGUSHI,MARAMBA CENTRAL D,Malota Upgrading Office,2
7665,SOUTHERN,LIVINGSTONE,LIVINGSTONE,MUSI-OA-TUNYA,LIVINGSTONE A,Libala Primary School,2
7666,SOUTHERN,LIVINGSTONE,LIVINGSTONE,NAMATAMA,MUTENDANGO,Mutendango Angelican Church,2
7667,SOUTHERN,LIVINGSTONE,LIVINGSTONE,NAMATAMA,CHIBELENGA,Ngwenya Community School,2
7668,SOUTHERN,LIVINGSTONE,LIVINGSTONE,AKAPELWA,DAVID LIVINGSTONE,David Livingstone High School,2
7669,SOUTHERN,LIVINGSTONE,LIVINGSTONE,LIZUMA,COMMUNITY CENTER,Dambwa North Community Centre,2
7670,SOUTHERN,LIVINGSTONE,LIVINGSTONE,ZAMBEZI,SITE AND SERVICE A,Zambezi Sawmills,2
7671,SOUTHERN,LIVINGSTONE,LIVINGSTONE,ZAMBEZI,ZAMBEZI SAWMILLS,New Apostolic Church,2
7672,SOUTHERN,LIVINGSTONE,LIVINGSTONE,NAKATINDI,MORELIGHT,New Apostolic Church,2
7673,SOUTHERN,LIVINGSTONE,LIVINGSTONE,SIMONGA,SIMONGA A,Simonga School,2
7674,SOUTHERN,LIVINGSTONE,LIVINGSTONE,SIMONGA,NATURAL MYSTIC,Muke Primary School,2
7679,SOUTHERN,LIVINGSTONE,LIVINGSTONE,FREEDOM,HAIMBE,Livingstone Day School,3
7680,SOUTHERN,LIVINGSTONE,LIVINGSTONE,DR. MUBITANA,LIVINGSTONE B,Rainbow Africa,3
7681,SOUTHERN,LIVINGSTONE,LIVINGSTONE,KASIYA,DAKA MUNYAMA,Sons of Thunder School,3
7682,SOUTHERN,LIVINGSTONE,LIVINGSTONE,SIMATOBOLO,LIBUYU NORTH-WEST,Methodist Church (Tent),3
7683,SOUTHERN,LIVINGSTONE,LIVINGSTONE,LIBUYU,LIBUYU EAST,Pentecostal Holiness Church,3
7684,SOUTHERN,LIVINGSTONE,LIVINGSTONE,LIBUYU,LIBUYU WEST,Libuyu Basic School,3
7685,SOUTHERN,LIVINGSTONE,LIVINGSTONE,KABILA,MULALA,Nyanzabili Community School,3
7686,SOUTHERN,LIVINGSTONE,LIVINGSTONE,NANSANZU,LINDA CENTRAL B,Linda Community School,3
7687,SOUTHERN,LIVINGSTONE,LIVINGSTONE,KARIBA,LINDA WEST,Railways New Apostolic Church,3
7688,SOUTHERN,LIVINGSTONE,LIVINGSTONE,MULUNGUSHI,MARAMBA EAST B,UCZ Church,3
7689,SOUTHERN,LIVINGSTONE,LIVINGSTONE,MULUNGUSHI,MARAMBA CENTRAL C,Malota Upgrading Office,3
7690,SOUTHERN,LIVINGSTONE,LIVINGSTONE,MUSI-OA-TUNYA,LIVINGSTONE C,Nalituwe School,3
7691,SOUTHERN,LIVINGSTONE,LIVINGSTONE,MWALIBONENA,MARAMBA EAST A,Syanalumba School,3
7692,SOUTHERN,LIVINGSTONE,LIVINGSTONE,NAMATAMA,NGWENYA,Ngwenya Hillside SDA Church,3
7693,SOUTHERN,LIVINGSTONE,LIVINGSTONE,AKAPELWA,LIVINGSTONE E,Victoria Hall Office,3
7694,SOUTHERN,LIVINGSTONE,LIVINGSTONE,DAMBWA CENTRAL,DAMBWA CENTRAL C,Dambwa Basic School,3
7695,SOUTHERN,LIVINGSTONE,LIVINGSTONE,ZAMBEZI,SITE AND SERVICE B,Apostolic Faith Church (Tent),3
7696,SOUTHERN,LIVINGSTONE,LIVINGSTONE,ZAMBEZI,LIVINGSTONE SOUTH,Government Stores,3
7697,SOUTHERN,LIVINGSTONE,LIVINGSTONE,NAKATINDI,KASHITU,Mulwani Secondary School,3
7698,SOUTHERN,LIVINGSTONE,LIVINGSTONE,SIMONGA,KATUBYA,Katubya New Apostolic Church,3
7699,SOUTHERN,LIVINGSTONE,LIVINGSTONE,SIMONGA,MUZUMI,Twabuka Community School,3
7700,SOUTHERN,LIVINGSTONE,LIVINGSTONE,FREEDOM,DAMBWA NORTH – B,Mujala School,4
7701,SOUTHERN,LIVINGSTONE,LIVINGSTONE,MARAMBA,POLICE CAMP,Maramba Stadium,4
7702,SOUTHERN,LIVINGSTONE,LIVINGSTONE,KASIYA,SIMATOBOLO,Mahululu Basic School,4
7703,SOUTHERN,LIVINGSTONE,LIVINGSTONE,SIMATOBOLO,LIBUYU NORTH-EAST A,Chileleko SDA Church,4
7704,SOUTHERN,LIVINGSTONE,LIVINGSTONE,LIBUYU,LIBUYU SOUTH,Libuyu Community School,4
7705,SOUTHERN,LIVINGSTONE,LIVINGSTONE,NANSANZU,LINDA EAST,Linda East School,4
7706,SOUTHERN,LIVINGSTONE,LIVINGSTONE,NANSANZU,LINDA FARMS,Linda Farms Pre School,4
7707,SOUTHERN,LIVINGSTONE,LIVINGSTONE,KARIBA,NJANJI,New Life Church (Formerly Railways Canteen),4
7708,SOUTHERN,LIVINGSTONE,LIVINGSTONE,MARAMBA,MARAMBA SOUTH,Maramba Welfare Hall,4
7709,SOUTHERN,LIVINGSTONE,LIVINGSTONE,MULUNGUSHI,MARAMBA CENTRAL B,Malota Upgrading Office,4
7710,SOUTHERN,LIVINGSTONE,LIVINGSTONE,AKAPELWA,LIVINGSTONE D,Old Boma,4
7711,SOUTHERN,LIVINGSTONE,LIVINGSTONE,MWALIBONENA,MA EXTENSION,Salvation Army,4
7712,SOUTHERN,LIVINGSTONE,LIVINGSTONE,MUSI-OA-TUNYA,FAITH ACADEMY,Faith Academy School,4
7713,SOUTHERN,LIVINGSTONE,LIVINGSTONE,FREEDOM,DAMBWA NORTH C,Makelalo Pre School,4
7714,SOUTHERN,LIVINGSTONE,LIVINGSTONE,ZAMBEZI,DAMBWA CENTRAL – A,Site and Service Office,4
7715,SOUTHERN,LIVINGSTONE,LIVINGSTONE,DAMBWA CENTRAL,DAMBWA EAST,National Heritage Office (Tent),4
7716,SOUTHERN,LIVINGSTONE,LIVINGSTONE,DAMBWA CENTRAL,DAMBWA CENTRAL B,Dambwa Welfare Hall,4
7717,SOUTHERN,LIVINGSTONE,LIVINGSTONE,SIMONGA,SIMONGA B,No Name Camp,4
7718,SOUTHERN,LIVINGSTONE,LIVINGSTONE,SIMONGA,NAKATINDI,,4
7719,SOUTHERN,MAZABUKA,MAGOYE,NGWEZI,TRACTOR UNIT,Matimbya Primary School,1
7720,SOUTHERN,MAZABUKA,MAGOYE,NACHIPOOMA,LWIINDI,Lwiindi Catholic Church,1
7721,SOUTHERN,MAZABUKA,MAGOYE,MWANACHINGWALA,MBIYA,Mbiya Primary School,1
7722,SOUTHERN,MAZABUKA,MAGOYE,MUNENGA,MUNENGA,Munenga Secondary School,1
7723,SOUTHERN,MAZABUKA,MAGOYE,KALAMA,MANYAANA,Manyaana Primary School,1
7724,SOUTHERN,MAZABUKA,MAGOYE,MUNJILE,KATABA,Kataba Primary School,1
7725,SOUTHERN,MAZABUKA,MAGOYE,MUSUMA,HANJALIKA,Hanjalika Primary School,1
7726,SOUTHERN,MAZABUKA,MAGOYE,CHIVUNA,CHIJANWA,Chijanwa Primary School,1
7727,SOUTHERN,MAZABUKA,MAGOYE,MBAYA,NACHINTYOMBWE,Nachintyombwe Primary School,1
7728,SOUTHERN,MAZABUKA,MAGOYE,NKONKOLA,NAMAILA,Namaila Primary School,1
7729,SOUTHERN,MAZABUKA,MAGOYE,ITEBE,ITEBE,Itebe Primary School,1
7730,SOUTHERN,MAZABUKA,MAGOYE,MUNENGA,MUNEKALA,Munekala Community School,1
7731,SOUTHERN,MAZABUKA,MAGOYE,CHIVUNA,MAINZA,Mainza Primary School,1
7732,SOUTHERN,MAZABUKA,MAZABUKA CENTRAL,MAZABUKA CENTRAL,HOSPITAL,Mazabuka District Hospital,1
7733,SOUTHERN,MAZABUKA,MAZABUKA CENTRAL,BENNIE MWIINGA,HILLSIDE,Hillside Primary School,1
7734,SOUTHERN,MAZABUKA,MAZABUKA CENTRAL,KAONGA,CHILALA,Mazabuka Motel,1
7735,SOUTHERN,MAZABUKA,MAZABUKA CENTRAL,NAKAMBALA,NKABIKA - A,Nakambala Private School,1
7736,SOUTHERN,MAZABUKA,MAZABUKA CENTRAL,SIYOOWI,MYOONO,Myoono Fishing Camp (Tent),1
7737,SOUTHERN,MAZABUKA,MAZABUKA CENTRAL,CHIZOBO,KANGILA,Kangila Primary School,1
7738,SOUTHERN,MAZABUKA,MAZABUKA CENTRAL,NEGA NEGA,NANGA,Nanga Primary School,1
7739,SOUTHERN,MAZABUKA,MAZABUKA CENTRAL,LUBOMBO,LUBOMBO,Lubombo Primary School,1
7740,SOUTHERN,MAZABUKA,MAZABUKA CENTRAL,MUGOTO,MAKUKU HEKU,Mulawo Lay-By,1
7741,SOUTHERN,MAZABUKA,MAZABUKA CENTRAL,MAZABUKA CENTRAL,NAKAMBALA EAST,Tujatane Market,1
7742,SOUTHERN,MAZABUKA,MAZABUKA CENTRAL,MAZABUKA CENTRAL,OLD BOMA,Mazabuka Primary School,1
7743,SOUTHERN,MAZABUKA,MAZABUKA CENTRAL,BENNIE MWIINGA,CHIBOLYA,Kaleya Depot,1
7744,SOUTHERN,MAZABUKA,MAZABUKA CENTRAL,LUBOMBO,KAPINGA,Mutumbi Primary School,1
7745,SOUTHERN,MAZABUKA,MAZABUKA CENTRAL,MUGOTO,KACHEMBELE,Kachembele Community School,1
7746,SOUTHERN,MAZABUKA,MAZABUKA CENTRAL,NAKAMBALA,MISALE,Misale Market,1
7747,SOUTHERN,MAZABUKA,MAGOYE,NGWEZI,MAGOYE,Magoye Primary School,2
7748,SOUTHERN,MAZABUKA,MAGOYE,NACHIPOOMA,MUSUNGWA,Kaleya West Primary School,2
7749,SOUTHERN,MAZABUKA,MAGOYE,MWANACHINGWALA,NZIBA,Nziba Primary School,2
7750,SOUTHERN,MAZABUKA,MAGOYE,MUNENGA,SIYOOWI - A,Siyoowi Depot,2
7751,SOUTHERN,MAZABUKA,MAGOYE,KALAMA,HAKWAMBWA,Hakwambwa Primary School,2
7752,SOUTHERN,MAZABUKA,MAGOYE,MUNJILE,MUNJILE,Munjile Primary School,2
7753,SOUTHERN,MAZABUKA,MAGOYE,MUSUMA,MUSUMA,Musuma Clinic,2
7754,SOUTHERN,MAZABUKA,MAGOYE,CHIVUNA,UPPER NGWEZI,Upper Ngwezi Primary School,2
7755,SOUTHERN,MAZABUKA,MAGOYE,MBAYA,CHIFUMPU,Chifumpu Community School,2
7756,SOUTHERN,MAZABUKA,MAGOYE,NKONKOLA,MANYANJA,Manyanja Community School,2
7757,SOUTHERN,MAZABUKA,MAGOYE,ITEBE,CHIMWAIKILA,Chimwaikila SDA Church,2
7758,SOUTHERN,MAZABUKA,MAGOYE,MUNENGA,NAMILINDI,Namilindi SDA Church,2
7759,SOUTHERN,MAZABUKA,MAGOYE,NKONKOLA,NKONKOLA LOWER,Nkonkola Lower School,2
7760,SOUTHERN,MAZABUKA,MAZABUKA CENTRAL,MAZABUKA CENTRAL,NDEKE 'A',Ndeke Community School,2
7761,SOUTHERN,MAZABUKA,MAZABUKA CENTRAL,BENNIE MWIINGA,CHANGA CHANGA PHIRI,Mazabuka Girls Secondary School,2
7762,SOUTHERN,MAZABUKA,MAZABUKA CENTRAL,KAONGA,NYATI,Boma Offices,2
7763,SOUTHERN,MAZABUKA,MAZABUKA CENTRAL,NAKAMBALA,NKABIKA - B,Nakambala Community Hall,2
7764,SOUTHERN,MAZABUKA,MAZABUKA CENTRAL,SIYOOWI,CHIZIKA,Chizika Primary School,2
7765,SOUTHERN,MAZABUKA,MAZABUKA CENTRAL,CHIZOBO,DIMBA,Dimba Clinic,2
7766,SOUTHERN,MAZABUKA,MAZABUKA CENTRAL,NEGA NEGA,NEGA NEGA,Nega Nega Secondary School,2
7767,SOUTHERN,MAZABUKA,MAZABUKA CENTRAL,LUBOMBO,MARSHALL FARM,Marshall Community School,2
7768,SOUTHERN,MAZABUKA,MAZABUKA CENTRAL,MUGOTO,CHAKOLA,Chakola Shed,2
7769,SOUTHERN,MAZABUKA,MAZABUKA CENTRAL,MAZABUKA CENTRAL,NAKAMBALA CENTRAL,Mazabuka School for Continuing Education,2
7770,SOUTHERN,MAZABUKA,MAZABUKA CENTRAL,MAZABUKA CENTRAL,KABOBOLA CENTRAL,St. Columbus Primary School,2
7771,SOUTHERN,MAZABUKA,MAZABUKA CENTRAL,BENNIE MWIINGA,KALEYA EAST,Kaleya East Primary School,2
7772,SOUTHERN,MAZABUKA,MAZABUKA CENTRAL,LUBOMBO,KUSHIYA,Kushiya Farm (Tent),2
7773,SOUTHERN,MAZABUKA,MAZABUKA CENTRAL,MUGOTO,TALANJANJI,Nega Nega Tannery,2
7774,SOUTHERN,MAZABUKA,MAZABUKA CENTRAL,NAKAMBALA,SHIMUNGALU,Shimungalu Community School,2
7779,SOUTHERN,MAZABUKA,MAGOYE,NGWEZI,MAGOYE RESEARCH,Magoye Research Primary School,3
7780,SOUTHERN,MAZABUKA,MAGOYE,NACHIPOOMA,CHUULA,Chuula Market,3
7781,SOUTHERN,MAZABUKA,MAGOYE,MWANACHINGWALA,MWANACHINGWALA,Mukuyu Primary School,3
7782,SOUTHERN,MAZABUKA,MAGOYE,MUNENGA,HAKAFUSWA,Chalimbana Vet Camp,3
7783,SOUTHERN,MAZABUKA,MAGOYE,KALAMA,MABANGA,Mabanga Primary School,3
7784,SOUTHERN,MAZABUKA,MAGOYE,MUNJILE,CHITONGO,Chitongo Primary School,3
7785,SOUTHERN,MAZABUKA,MAGOYE,MUSUMA,MAPONDO,Maunga Primary School,3
7786,SOUTHERN,MAZABUKA,MAGOYE,CHIVUNA,CHIVUNA,Chivuna Primary School,3
7787,SOUTHERN,MAZABUKA,MAGOYE,MBAYA,MBAYAMUSUMA,Mbaya Primary School,3
7788,SOUTHERN,MAZABUKA,MAGOYE,NKONKOLA,HANZALA,Hanzala Primary School,3
7789,SOUTHERN,MAZABUKA,MAGOYE,ITEBE,KASAKO,Kasako Fishing Camp (Tent),3
7790,SOUTHERN,MAZABUKA,MAGOYE,MUSUMA,MALINTA,Mweemba Primary School,3
7791,SOUTHERN,MAZABUKA,MAGOYE,NKONKOLA,NKONKOLA,Nkonkola Upper Primary School,3
7792,SOUTHERN,MAZABUKA,MAZABUKA CENTRAL,MAZABUKA CENTRAL,NDEKE 'B',Ndeke Primary School,3
7793,SOUTHERN,MAZABUKA,MAZABUKA CENTRAL,BENNIE MWIINGA,HIGHLAND VILLA,Muntolilo Community School,3
7794,SOUTHERN,MAZABUKA,MAZABUKA CENTRAL,KAONGA,KAONGA,Kaonga Primary School,3
7795,SOUTHERN,MAZABUKA,MAZABUKA CENTRAL,NAKAMBALA,KABANJE,Kabanje Primary School,3
7796,SOUTHERN,MAZABUKA,MAZABUKA CENTRAL,SIYOOWI,RESEARCH,Kawama Secondary School,3
7797,SOUTHERN,MAZABUKA,MAZABUKA CENTRAL,CHIZOBO,SIKALOZYA,Sikalozya Primary School,3
7798,SOUTHERN,MAZABUKA,MAZABUKA CENTRAL,NEGA NEGA,MALUBALE,Nega Nega Cablac,3
7799,SOUTHERN,MAZABUKA,MAZABUKA CENTRAL,LUBOMBO,MAGOBBO,Magobbo Primary School,3
7800,SOUTHERN,MAZABUKA,MAZABUKA CENTRAL,MUGOTO,MAFWELE,Mafwele Community School,3
7801,SOUTHERN,MAZABUKA,MAZABUKA CENTRAL,MAZABUKA CENTRAL,NAKAMBALA WEST,Luyobolola Primary School,3
7802,SOUTHERN,MAZABUKA,MAZABUKA CENTRAL,MAZABUKA CENTRAL,KABOBOLA SOUTH,St. Columbus Primary School,3
7803,SOUTHERN,MAZABUKA,MAZABUKA CENTRAL,KAONGA,BEANY,Beany SDA Church,3
7804,SOUTHERN,MAZABUKA,MAZABUKA CENTRAL,MUGOTO,CHILAMBA VALLEY,Chilamba Valley Farm,3
7805,SOUTHERN,MAZABUKA,MAZABUKA CENTRAL,NEGA NEGA,NEGA NEGA SETTLEMENT,Nkumbula Primary School,3
7806,SOUTHERN,MAZABUKA,MAZABUKA CENTRAL,SIYOOWI,KALAMBABAKALI,Kalambabakali Shed,3
7807,SOUTHERN,MAZABUKA,MAGOYE,NGWEZI,DUMBA,Chitubamenda Shed,4
7808,SOUTHERN,MAZABUKA,MAGOYE,NACHIPOOMA,NACHIPOOMA,Nachipooma Primary School,4
7809,SOUTHERN,MAZABUKA,MAGOYE,MWANACHINGWALA,LUUNGWE,Luungwe Health Post,4
7810,SOUTHERN,MAZABUKA,MAGOYE,MUNENGA,CHALIMBANA,Simwaaba Primary School,4
7811,SOUTHERN,MAZABUKA,MAGOYE,KALAMA,NALEZA,Naleza Primary School,4
7812,SOUTHERN,MAZABUKA,MAGOYE,KALAMA,KALAMA,Kalama Primary School,4
7813,SOUTHERN,MAZABUKA,MAGOYE,MUSUMA,MAUNGA FARMS,Ngwezi SDA Church,4
7814,SOUTHERN,MAZABUKA,MAGOYE,CHIVUNA,KAMVULE,St. Michael's Primary School,4
7815,SOUTHERN,MAZABUKA,MAGOYE,ITEBE,KOOHUNDULA,Koohundula Fishing Camp (Tent),4
7816,SOUTHERN,MAZABUKA,MAGOYE,NKONKOLA,CHIBUYU,Chibuyu Primary School,4
7817,SOUTHERN,MAZABUKA,MAGOYE,ITEBE,KASIKIYO,Mbalanganda SDA Church,4
7818,SOUTHERN,MAZABUKA,MAGOYE,CHIVUNA,CHOOBANA,Choobana Community School,4
7819,SOUTHERN,MAZABUKA,MAGOYE,ITEBE,HAMIKOBO,Hamikobo Fhishing Camp (Tent),4
7820,SOUTHERN,MAZABUKA,MAZABUKA CENTRAL,MAZABUKA CENTRAL,NJANJI,Nakambala Training School,4
7821,SOUTHERN,MAZABUKA,MAZABUKA CENTRAL,BENNIE MWIINGA,KALEYA SMALL HOLDINGS,CDC Library,4
7822,SOUTHERN,MAZABUKA,MAZABUKA CENTRAL,KAONGA,NCHETE,Namulonga Primary School,4
7823,SOUTHERN,MAZABUKA,MAZABUKA CENTRAL,NAKAMBALA,NJOMONA - A,Nakambala Secondary School,4
7824,SOUTHERN,MAZABUKA,MAZABUKA CENTRAL,SIYOOWI,SIYOOWI - B,Siyoowi Primary School,4
7825,SOUTHERN,MAZABUKA,MAZABUKA CENTRAL,CHIZOBO,MENDHAM,Mendham Community School,4
7826,SOUTHERN,MAZABUKA,MAZABUKA CENTRAL,LUBOMBO,HAMAPULA,Hamapula Farm (Tent),4
7827,SOUTHERN,MAZABUKA,MAZABUKA CENTRAL,MUGOTO,MUGOTO,Mugoto Primary School,4
7828,SOUTHERN,MAZABUKA,MAZABUKA CENTRAL,MAZABUKA CENTRAL,NAKAMBALA SOUTH,Lusumpuko Hall,4
7829,SOUTHERN,MAZABUKA,MAZABUKA CENTRAL,MAZABUKA CENTRAL,KABOBOLA WEST,Kabobola Community Hall,4
7830,SOUTHERN,MAZABUKA,MAZABUKA CENTRAL,NAKAMBALA,NJOMONA - B,Nakambala Secondary School,4
7831,SOUTHERN,MAZABUKA,MAZABUKA CENTRAL,MUGOTO,MUNSANGU,Munsangu Secondary School,4
7832,SOUTHERN,MAZABUKA,MAZABUKA CENTRAL,SIYOOWI,NGOMA,Ngoma Primary School,4
7833,SOUTHERN,MONZE,BWEENGWA,MALUNDU,NAMALYO,Nswilile Fishing Camp (Tent),1
7834,SOUTHERN,MONZE,BWEENGWA,BWEENGWA,HAMUSONDE,Bweengwa Primary School,1
7835,SOUTHERN,MONZE,BWEENGWA,BWEENGWA,CHISOLO,Chisolo Village (Tent),1
7836,SOUTHERN,MONZE,BWEENGWA,HAMANGABA,HAMANGABA,Hamangaba Primary School,1
7837,SOUTHERN,MONZE,MONZE CENTRAL,HAMAMVWA,KAZUNGULA,Kazungula Primary School,1
7838,SOUTHERN,MONZE,MONZE CENTRAL,KATIMBA,KATIMBA,Katimba Primary School,1
7839,SOUTHERN,MONZE,MONZE CENTRAL,BBOMBO,BBOMBO,Bbombo Primary School,1
7840,SOUTHERN,MONZE,MONZE CENTRAL,HATONTOLA,HATONTOLA,Hatontola Primary School,1
7841,SOUTHERN,MONZE,MONZE CENTRAL,HUFWA-HAMAPANDE,HAMAPANDE,Hamapande Old Shed,1
7842,SOUTHERN,MONZE,MONZE CENTRAL,MAYABA,MULUMBWA DAM,Mulumbwa Primary School,1
7843,SOUTHERN,MONZE,MONZE CENTRAL,MAYABA,MAYABA,St. Mary's Secondary School,1
7844,SOUTHERN,MONZE,BWEENGWA,MALUNDU,MALUNDU,Malundu Primary School,1
7845,SOUTHERN,MONZE,MONZE CENTRAL,CHISEKESE,SICHIYANDA,Sichiyanda Primary School,1
7846,SOUTHERN,MONZE,MONZE CENTRAL,UFWENUKA,CHARLES LWAANGA,Charles Lwaanga Primary School,1
7847,SOUTHERN,MONZE,MONZE CENTRAL,SINGONYA,NALUCHA,Nalucha Primary School,1
7848,SOUTHERN,MONZE,MONZE CENTRAL,SINGONYA,SIZYOLI VILLAGE,Kalisowe Taonga Primary School,1
7849,SOUTHERN,MONZE,MONZE CENTRAL,CHIPEMBELE,CHIPEMBELE,Chipembele Primary School,1
7850,SOUTHERN,MONZE,MONZE CENTRAL,MANUNGU,MONZE EAST,Monze East Primary School,1
7851,SOUTHERN,MONZE,MONZE CENTRAL,MANUNGU,MANUNGU B,Old Council Chamber,1
7852,SOUTHERN,MONZE,MONZE CENTRAL,MANUNGU,MANUNGU A,Manungu Secondary School,1
7853,SOUTHERN,MONZE,MONZE CENTRAL,MONZE URBAN,MUSANGU,Nova Private School,1
7854,SOUTHERN,MONZE,MONZE CENTRAL,MONZE URBAN,SITE & SERVICE,Brethren In Christ Church,1
7855,SOUTHERN,MONZE,BWEENGWA,HAMUSONDE,HAKUNKULA,Hakunkula Primary School,1
7856,SOUTHERN,MONZE,MONZE CENTRAL,MONZE URBAN,NCHETE C,Welfare Hall,1
