,PROVINCE,DISTRICT,CONSTITUENCY,WARD,POLLING DISTRICT NAME,POLLING STATION NAME,PHASE
1526,COPPERBELT,LUANSHYA,ROAN,KANSENGU,KAZEMBE,Mpatamatu first Aid,4
1527,COPPERBELT,LUANSHYA,ROAN,KAFUE,MANGALO,Fisansa PlayPark (Temporal Shelter),4
1528,COPPERBELT,LUANSHYA,ROAN,NGEBE,BOMBESHENI,Kalulu Primary School,4
1529,COPPERBELT,LUANSHYA,ROAN,BUYANTANSHI,MUKULU,Mpatamatu Primary School,4
1530,COPPERBELT,LUFWANYAMA,LUFWANYAMA,KANSANTA,MUTENDA,Mutenda Primary School,1
1531,COPPERBELT,LUFWANYAMA,LUFWANYAMA,MILOPA,MILOPA,Milopa Secondary School,1
1532,COPPERBELT,LUFWANYAMA,LUFWANYAMA,KANSOKA,KALILAMAKUNGU,Ndashe Primary School,1
1533,COPPERBELT,LUFWANYAMA,LUFWANYAMA,CHINEMU,CHINEMU,Chinemu Primary School,1
1534,COPPERBELT,LUFWANYAMA,LUFWANYAMA,KATEMBULA,MPOPO,Mpopo Primary School,1
1535,COPPERBELT,LUFWANYAMA,LUFWANYAMA,MITWE,MUKUTUMA,Mukutuma Primary School,1
1536,COPPERBELT,LUFWANYAMA,LUFWANYAMA,KAFUBU,LUMANTO,Lumanto Primary School,1
1537,COPPERBELT,LUFWANYAMA,LUFWANYAMA,CHIBANGA,LWAMISAMBA,Lwamisamba Primary School,1
1538,COPPERBELT,LUFWANYAMA,LUFWANYAMA,CHIBANGA,CHAPULA,Chapula Primary School,1
1539,COPPERBELT,LUFWANYAMA,LUFWANYAMA,SOKONTWE,KAMBILA,Kamuchanga Primary School,1
1540,COPPERBELT,LUFWANYAMA,LUFWANYAMA,BULAYA,KANGALATI,Joseph Mutupa Community School,1
1541,COPPERBELT,LUFWANYAMA,LUFWANYAMA,CHANTETE,KAPILA,Kapila Primary School,1
1542,COPPERBELT,LUFWANYAMA,LUFWANYAMA,MIBENGE,KAPIMBE,Kapimbe Primary School,1
1543,COPPERBELT,LUFWANYAMA,LUFWANYAMA,MUKUMBO,MUKUMBO,Mukumbo Primary School,1
1544,COPPERBELT,LUFWANYAMA,LUFWANYAMA,MWELUSHI,MUKELESHI,Mukeleshi Community School,1
1545,COPPERBELT,LUFWANYAMA,LUFWANYAMA,LWABUFUBO,LWABUFUBO,Chamoni Community School,1
1546,COPPERBELT,LUFWANYAMA,LUFWANYAMA,LUFWANYAMA,FUNDA,Funda Primary School,1
1547,COPPERBELT,LUFWANYAMA,LUFWANYAMA,MPINDI,MULUBA,Muluba Community School,1
1548,COPPERBELT,LUFWANYAMA,LUFWANYAMA,KABUNDYA,NGWENA,St Mary's Secondary School,1
1549,COPPERBELT,LUFWANYAMA,LUFWANYAMA,MUSHINGASHI,BLOCK B,Twashuka Community School,1
1550,COPPERBELT,LUFWANYAMA,LUFWANYAMA,MUSHINGASHI,KASAKALABWE,Kasakalabwe Health Post,1
1551,COPPERBELT,LUFWANYAMA,LUFWANYAMA,KANSANTA,CHAMABWE,Kanshimbi (Mafulo Tent),2
1552,COPPERBELT,LUFWANYAMA,LUFWANYAMA,MILOPA,MUBENDE,Mubende Primary School,2
1553,COPPERBELT,LUFWANYAMA,LUFWANYAMA,KANSOKA,KANSOKA,Kansoka Primary School,2
1554,COPPERBELT,LUFWANYAMA,LUFWANYAMA,CHINEMU,MBALANGO,Lufwanyama Primary School,2
1555,COPPERBELT,LUFWANYAMA,LUFWANYAMA,KATEMBULA,KABAMBA,Kabamba Community School,2
1556,COPPERBELT,LUFWANYAMA,LUFWANYAMA,MITWE,TUNGA,Tunga Primary School,2
1557,COPPERBELT,LUFWANYAMA,LUFWANYAMA,KAFUBU,LONGWANI,Chilumba Primary School,2
1558,COPPERBELT,LUFWANYAMA,LUFWANYAMA,CHIBANGA,CHIBANGA,Chibanga Primary School,2
1559,COPPERBELT,LUFWANYAMA,LUFWANYAMA,CHIBANGA,KALUMBWA,St. Joseph Primary School,2
1560,COPPERBELT,LUFWANYAMA,LUFWANYAMA,SOKONTWE,KALIBOMA,Mulemu Secondary School,2
1561,COPPERBELT,LUFWANYAMA,LUFWANYAMA,BULAYA,MISAKO,Misako Community School,2
1562,COPPERBELT,LUFWANYAMA,LUFWANYAMA,CHANTETE,KANSATO,Kansato Community School,2
1563,COPPERBELT,LUFWANYAMA,LUFWANYAMA,MIBENGE,KAMUPUNDU,Kamupundu Health Post,2
1564,COPPERBELT,LUFWANYAMA,LUFWANYAMA,MUKUMBO,CHIFUMPA,Chifumpa Health Post,2
1565,COPPERBELT,LUFWANYAMA,LUFWANYAMA,MWELUSHI,CHIKABUKE,Chikabuke Community School,2
1566,COPPERBELT,LUFWANYAMA,LUFWANYAMA,LWABUFUBO,MASAKASHI,Musakashi Community School,2
1567,COPPERBELT,LUFWANYAMA,LUFWANYAMA,LUFWANYAMA,KAPILAMIKWA,Kapilamikwa Primary School,2
1568,COPPERBELT,LUFWANYAMA,LUFWANYAMA,MPINDI,FUNGULWE,Fungulwe Primary School,2
1569,COPPERBELT,LUFWANYAMA,LUFWANYAMA,KABUNDYA,LYAMAOMA,Lyamaoma Community School,2
1570,COPPERBELT,LUFWANYAMA,LUFWANYAMA,LUSWISHI,NCHAKWA,Nchakwa Primary School,2
1571,COPPERBELT,LUFWANYAMA,LUFWANYAMA,MUSHINGASHI,FIBOBO,Kambilombilo Primary School,2
1576,COPPERBELT,LUFWANYAMA,LUFWANYAMA,KANSANTA,KANSANTA,Kansanta Primary School,3
1577,COPPERBELT,LUFWANYAMA,LUFWANYAMA,MILOPA,MIBILA,Mibila Community School,3
1578,COPPERBELT,LUFWANYAMA,LUFWANYAMA,KANSOKA,NKULUMASHIBA,Nkulumashiba School,3
1579,COPPERBELT,LUFWANYAMA,LUFWANYAMA,CHINEMU,MIBENSHI,Mibenshi Primary School,3
1580,COPPERBELT,LUFWANYAMA,LUFWANYAMA,KATEMBULA,SHIMUKUNAMI,Shimukunami Primary School,3
1581,COPPERBELT,LUFWANYAMA,LUFWANYAMA,MITWE,CHISANINA,Chisanina Community School,3
1582,COPPERBELT,LUFWANYAMA,LUFWANYAMA,KAFUBU,MIBENGE (FTC),Mibenge Farmers Training College (F.T.C),3
1583,COPPERBELT,LUFWANYAMA,LUFWANYAMA,CHIBANGA,MUSENSELA,Mikuta Primary School,3
1584,COPPERBELT,LUFWANYAMA,LUFWANYAMA,CHIBANGA,CHIMOTO,Chimoto Primary School,3
1585,COPPERBELT,LUFWANYAMA,LUFWANYAMA,SOKONTWE,MINGELI SECTION,Mingeli Living Water Church,3
1586,COPPERBELT,LUFWANYAMA,LUFWANYAMA,BULAYA,BULAYA,Bulaya Primary School,3
1587,COPPERBELT,LUFWANYAMA,LUFWANYAMA,CHANTETE,CHANTETE,Chantete Primary School,3
1588,COPPERBELT,LUFWANYAMA,LUFWANYAMA,MIBENGE,FIPUNDU,Fipundu Community School,3
1589,COPPERBELT,LUFWANYAMA,LUFWANYAMA,MUKUMBO,KAFYANGA,Kafyanga Community School,3
1590,COPPERBELT,LUFWANYAMA,LUFWANYAMA,MWELUSHI,LUMPUMA,Lumpuma Primary School,3
1591,COPPERBELT,LUFWANYAMA,LUFWANYAMA,LWABUFUBO,CHIKULIMBA,Chikulimba Community School,3
1592,COPPERBELT,LUFWANYAMA,LUFWANYAMA,LUFWANYAMA,NTANGA,Bimbe Primary School,3
1593,COPPERBELT,LUFWANYAMA,LUFWANYAMA,MPINDI,CHITABA,Chitaba Community School,3
1594,COPPERBELT,LUFWANYAMA,LUFWANYAMA,KABUNDYA,MAFUTA,Mafuta B Primary School,3
1595,COPPERBELT,LUFWANYAMA,LUFWANYAMA,LUSWISHI,NSAMBANTENGA,Nsambantenga Primary School,3
1596,COPPERBELT,LUFWANYAMA,LUFWANYAMA,MUSHINGASHI,LUANSHIMBA WEST,Luanshimba Community School,3
1597,COPPERBELT,LUFWANYAMA,LUFWANYAMA,MIBENGE,MIBENGE,Mibenge Secondary School,4
1598,COPPERBELT,LUFWANYAMA,LUFWANYAMA,MILOPA,BOSO,Milulu Primary School,4
1599,COPPERBELT,LUFWANYAMA,LUFWANYAMA,CHINEMU,FUMBWE,Fumbwe Primary School,4
1600,COPPERBELT,LUFWANYAMA,LUFWANYAMA,MUKUMBO,KAMAKANGA,Kamakanga Community School,4
1601,COPPERBELT,LUFWANYAMA,LUFWANYAMA,MITWE,KALIMA,Kalima Primary School,4
1602,COPPERBELT,LUFWANYAMA,LUFWANYAMA,KAFUBU,KAFUBU WEST,Kafubu West Primary School,4
1603,COPPERBELT,LUFWANYAMA,LUFWANYAMA,CHIBANGA,KAKONGE,Kakonge Primary School,4
1604,COPPERBELT,LUFWANYAMA,LUFWANYAMA,CHIBANGA,KANKUNKO,Kakunko Primary School,4
1605,COPPERBELT,LUFWANYAMA,LUFWANYAMA,SOKONTWE,NKANA,Nkana Primary School,4
1606,COPPERBELT,LUFWANYAMA,LUFWANYAMA,MWELUSHI,MUMFUNSHA,Mumfunsha Community School,4
1607,COPPERBELT,LUFWANYAMA,LUFWANYAMA,CHANTETE,KANDOLE SECTION,Kandole Community School,4
1608,COPPERBELT,LUFWANYAMA,LUFWANYAMA,MIBENGE,MASASA,Masasa Primary School,4
1609,COPPERBELT,LUFWANYAMA,LUFWANYAMA,MUKUMBO,KAPATA,Kapata Community School,4
1610,COPPERBELT,LUFWANYAMA,LUFWANYAMA,MWELUSHI,KANKOMO,Kankomo Primary School,4
1611,COPPERBELT,LUFWANYAMA,LUFWANYAMA,SOKONTWE,NKANA,Nkana Primary School,4
1612,COPPERBELT,LUFWANYAMA,LUFWANYAMA,LUFWANYAMA,KASHININKISHA,Puma Primary School,4
1613,COPPERBELT,LUFWANYAMA,LUFWANYAMA,KANSOKA,KALILAMAKUNGU,Ndashe Primary School,4
1614,COPPERBELT,LUFWANYAMA,LUFWANYAMA,KABUNDYA,KANTENDE,Kantende Primary School,4
1615,COPPERBELT,LUFWANYAMA,LUFWANYAMA,LUSWISHI,LUMWANA,Shibuchinga Primary School,4
1616,COPPERBELT,LUFWANYAMA,LUFWANYAMA,MUSHINGASHI,MUSHINGASHI,Mushingashi Primary School,4
1617,COPPERBELT,MASAITI,MASAITI,MIPUTU,MALEMBA WEST,Malemba Community School,1
1618,COPPERBELT,MASAITI,MASAITI,MIPUTU,MALEMBA EAST,Malemba Baptist Church,1
1619,COPPERBELT,MASAITI,MASAITI,CHILULU,KABUNDA BWINA,Kapandwa Batptist Church,1
1620,COPPERBELT,MASAITI,MASAITI,SHIMIBANGA,MASANA,Mulofwa Primary School,1
1621,COPPERBELT,MASAITI,MASAITI,KATUBA,MAFOTA,Lisomona Secondary School,1
1622,COPPERBELT,MASAITI,MASAITI,KATUBA,KANSATO,Kansato Community Hall,1
1623,COPPERBELT,MASAITI,MASAITI,LUMANO,MULOBELELA VILLAGE,Munama Baptist Church,1
1624,COPPERBELT,MASAITI,MASAITI,LUMANO,KAMAFWASA,Kamafwasa Baptist Church,1
1625,COPPERBELT,MASAITI,MASAITI,MASANGANO,MUSEMA VILLAGE,Chella Community School,1
1626,COPPERBELT,MASAITI,MASAITI,MASANGANO,SQUARE VILLAGE,St Marksimilian Catholic Church,1
1627,COPPERBELT,MASAITI,MASAITI,MISHIKISHI,MISHIKISHI WEST,Chinuankulo Primary School,1
1628,COPPERBELT,MASAITI,MASAITI,MISHIKISHI,BWACHA VILLAGE,Mpendeni Community School,1
1629,COPPERBELT,MASAITI,MASAITI,CHINONDO,LWAMPENSA,Lwampensa Primary School,1
1630,COPPERBELT,MASAITI,MASAITI,CHINONDO,NYENYESHI,Chiweme Primary School,1
1631,COPPERBELT,MASAITI,KAFULAFUTA,MIENGWE,MBOTWA EAST,Mbotwa Primary School,1
1632,COPPERBELT,MASAITI,MASAITI,LUANSOBE,NGOSA,Ngosa Community School,1
1633,COPPERBELT,MASAITI,MASAITI,LUANSOBE,JERUSALEM VILLAGE,Jerusalem Church,1
1634,COPPERBELT,MASAITI,MASAITI,KASHITU,SHINGULUSHENI VILLAGE,Grace Ministries,1
1635,COPPERBELT,MASAITI,KAFULAFUTA,ISHITWE,KATANINO COMMUNITY,Katanino Community School,1
1636,COPPERBELT,MASAITI,KAFULAFUTA,ISHITWE,MOBE,Mobe Under Five Clinic,1
1637,COPPERBELT,MASAITI,KAFULAFUTA,ISHITWE,ISHITWE,Mumana Primary School,1
1638,COPPERBELT,MASAITI,KAFULAFUTA,MWATISHI,LUBENDO,Lubendo Primary School,1
1639,COPPERBELT,MASAITI,KAFULAFUTA,MWATISHI,KABALU VILLAGE,Chilengwa Baptist,1
1640,COPPERBELT,MASAITI,KAFULAFUTA,MAJALIWA,CHIMANSHI,Chimanshi Primary School,1
1641,COPPERBELT,MASAITI,KAFULAFUTA,CHONDWE,KANSAMFU NORTH,Kansamfu Catholic Church,1
1642,COPPERBELT,MASAITI,KAFULAFUTA,MUTABA,KALEYA COMMUNITY,Kaleya Catholic Church,1
1643,COPPERBELT,MASAITI,KAFULAFUTA,MUTABA,SIKALELA VILLAGE,Liteta Baptist Church,1
1644,COPPERBELT,MASAITI,KAFULAFUTA,KATONTE,MPULABUSHI,Mpulabushi Primary School,1
1645,COPPERBELT,MASAITI,MASAITI,CHILULU,FIKANDA,Council Chamber,1
1646,COPPERBELT,MASAITI,MASAITI,KAMIFUNGO,KAMISENGA,Kalulu Primary School,2
1647,COPPERBELT,MASAITI,MASAITI,MIPUTU,KANKONSHI VILLAGE,Kankonshi Primary School,2
1648,COPPERBELT,MASAITI,MASAITI,CHILULU,KASABWA,Kasabwa Baptist Church,2
1649,COPPERBELT,MASAITI,MASAITI,SHIMIBANGA,CHIBANDA,Land of Foundation Community School,2
1650,COPPERBELT,MASAITI,MASAITI,SHIMIBANGA,MATETE,Matete Primary School,2
1651,COPPERBELT,MASAITI,MASAITI,KATUBA,CHEMBO NKONDE VILLAGE,Chankalamu Baptist Church,2
1652,COPPERBELT,MASAITI,MASAITI,LUMANO,FIBUNDE,Fibunde Community School,2
1653,COPPERBELT,MASAITI,MASAITI,KATUBA,MONI,Moni Baptist Church,2
1654,COPPERBELT,MASAITI,MASAITI,MASANGANO,MIKULA,Misapa Primary School,2
1655,COPPERBELT,MASAITI,MASAITI,MASANGANO,CHINKULI VILLAGE,Fiwale St. Pauls Catholic Church,2
1656,COPPERBELT,MASAITI,MASAITI,MISHIKISHI,MICHINKA,Mirraim Mokola Primary School,2
1657,COPPERBELT,MASAITI,MASAITI,MISHIKISHI,CHANKUTE,Chankute Primary School,2
1658,COPPERBELT,MASAITI,MASAITI,CHINONDO,MIPUNDU,Mipundu Primary School,2
1659,COPPERBELT,MASAITI,MASAITI,CHINONDO,CHASWAKANA VILLAGE,Sandya Baptist Church,2
1660,COPPERBELT,MASAITI,KAFULAFUTA,MIENGWE,MBOTWA WEST,Mbotwa Community School,2
1661,COPPERBELT,MASAITI,MASAITI,LUANSOBE,MWAITWA VILLAGE,Makango Community School,2
1662,COPPERBELT,MASAITI,MASAITI,LUANSOBE,CHISHIBA VILLAGE,Michelo Community School,2
1663,COPPERBELT,MASAITI,MASAITI,KASHITU,CHOLA COMMUNITY,Chola Community School,2
1664,COPPERBELT,MASAITI,MASAITI,KASHITU,CHIPUMFI VILLAGE,Kebamba UCZ Church,2
1665,COPPERBELT,MASAITI,KAFULAFUTA,ISHITWE,KAKWELA,Jerusalem Baptist Church,2
1666,COPPERBELT,MASAITI,KAFULAFUTA,ISHITWE,MONTA VILLAGE,Nkambo Primary School,2
1667,COPPERBELT,MASAITI,KAFULAFUTA,MAPALO,MAPALO,Mapalo Primary School,2
1668,COPPERBELT,MASAITI,KAFULAFUTA,MWATISHI,CHILENGWA COMMUNITY,Muwaya Primary School,2
1669,COPPERBELT,MASAITI,KAFULAFUTA,CHONDWE,KAMBOWA,Kambowa Combined School,2
1670,COPPERBELT,MASAITI,KAFULAFUTA,CHONDWE,KANSAMFU SOUTH,Ifulumo Primary School,2
1671,COPPERBELT,MASAITI,KAFULAFUTA,CHONDWE,MAPALA,Mapala Community School,2
1672,COPPERBELT,MASAITI,KAFULAFUTA,MUTABA,NGOSA,Ngosa Baptist Church,2
1673,COPPERBELT,MASAITI,KAFULAFUTA,KATONTE,KATONTE,Chembo Primary School,2
1678,COPPERBELT,MASAITI,MASAITI,KAMIFUNGO,NKULUMASHIBA AREA,Nkulumashiba SDA Church,3
1679,COPPERBELT,MASAITI,MASAITI,MIPUTU,MIPUTU,Miputu Primary School,3
1680,COPPERBELT,MASAITI,MASAITI,CHILULU,MBASELA,Pyutu Primary School,3
1681,COPPERBELT,MASAITI,MASAITI,SHIMIBANGA,CENTRE FOR THE BLIND,Boaz Baptist Church,3
1682,COPPERBELT,MASAITI,MASAITI,SHIMIBANGA,SHIPUNGA VILLAGE,Munyemesha Primary School,3
1683,COPPERBELT,MASAITI,MASAITI,KATUBA,KANGWENA,Kangwena Community School,3
1684,COPPERBELT,MASAITI,MASAITI,LUMANO,CHUMAMENO,Chumameno Community School,3
1685,COPPERBELT,MASAITI,MASAITI,LUMANO,MWILYE,Welcome,3
1686,COPPERBELT,MASAITI,MASAITI,LUMANO,MAKUBI,Makubi Clinic,3
1687,COPPERBELT,MASAITI,MASAITI,MASANGANO,MUPAPA,Mupapa SDA Academy,3
1688,COPPERBELT,MASAITI,MASAITI,MISHIKISHI,MPELAKA VILLAGE,Moni Baptist Church,3
1689,COPPERBELT,MASAITI,KAFULAFUTA,MUTABA,FIPEMBELE,Fipembele UCZ,3
1690,COPPERBELT,MASAITI,MASAITI,CHINONDO,MAFULANDE VILLAGE,Katisha Community School,3
1691,COPPERBELT,MASAITI,MASAITI,CHINONDO,KUNTA VILLAGE,Kansefu Community School,3
1692,COPPERBELT,MASAITI,KAFULAFUTA,MIENGWE,MAYANDO VILLAGE,Kalalangabo Primary School,3
1693,COPPERBELT,MASAITI,MASAITI,LUANSOBE,KAMABAYA,Kamabaya Secondary School,3
1694,COPPERBELT,MASAITI,MASAITI,LUANSOBE,LUKANGA,Lukanga Community School,3
1695,COPPERBELT,MASAITI,MASAITI,KASHITU,CHIKOKOSHI,Mwala Primary School,3
1696,COPPERBELT,MASAITI,MASAITI,KASHITU,FIFUNGO,Fifungo Primary School,3
1697,COPPERBELT,MASAITI,KAFULAFUTA,MIENGWE,CHITIBUKE,Mwambachimo Primary School,3
1698,COPPERBELT,MASAITI,KAFULAFUTA,MIENGWE,MUNDAWANGA,Matipa Primary School,3
1699,COPPERBELT,MASAITI,KAFULAFUTA,MAPALO,CHILUKUSHA VILLAGE,Kanyanje Baptist Church,3
1700,COPPERBELT,MASAITI,KAFULAFUTA,MAJALIWA,MANIKA VILLAGE,Chilengwa Church of Christ,3
1701,COPPERBELT,MASAITI,KAFULAFUTA,CHONDWE,MUNKULUNGWE,Munkulungwe Primary School,3
1702,COPPERBELT,MASAITI,KAFULAFUTA,CHONDWE,CHISANGA VILLAGE,Washa Community School,3
1703,COPPERBELT,MASAITI,KAFULAFUTA,CHONDWE,MAKANGILA,Bangwe Primary School,3
1704,COPPERBELT,MASAITI,KAFULAFUTA,MUTABA,MUTETESHI,Muteteshi Primary School,3
1705,COPPERBELT,MASAITI,KAFULAFUTA,ISHITWE,WALAMBA,Levy Partrick Mwanawasa,3
1706,COPPERBELT,MASAITI,MASAITI,KAMIFUNGO,KAMIFUNGO,Kamifungo Primary School,4
1707,COPPERBELT,MASAITI,MASAITI,CHILULU,FIPASI-WAMABWE,Fipashi Primary School,4
1708,COPPERBELT,MASAITI,MASAITI,CHILULU,KAFULAFUTA,Kafulafuta Primary School,4
1709,COPPERBELT,MASAITI,MASAITI,SHIMIBANGA,CHAMUNDA,Chamunda Combined School,4
1710,COPPERBELT,MASAITI,MASAITI,KATUBA,SAKA,Saka Primary School,4
1711,COPPERBELT,MASAITI,MASAITI,KATUBA,KATUBA,Katuba Combined School,4
1712,COPPERBELT,MASAITI,MASAITI,LUMANO,LUMANO,Lumano Combined School,4
1713,COPPERBELT,MASAITI,MASAITI,LUMANO,MUSHILI,Mushili Combined School,4
1714,COPPERBELT,MASAITI,MASAITI,MASANGANO,FIWALE,Fiwale Combined School,4
1715,COPPERBELT,MASAITI,MASAITI,MASANGANO,KABWATA,Kabwata Combined School,4
1716,COPPERBELT,MASAITI,MASAITI,MISHIKISHI,MISHIKISHI EAST,Mishikishi Secondary School,4
1717,COPPERBELT,MASAITI,MASAITI,MISHIKISHI,KAUNGA,Kaunga Primary School,4
1718,COPPERBELT,MASAITI,MASAITI,CHINONDO,CHINONDO,Chinondo Primary School,4
1719,COPPERBELT,MASAITI,MASAITI,LUANSOBE,KANDULWE,Kandulwe Community School,4
1720,COPPERBELT,MASAITI,MASAITI,KASHITU,CHILESE,Chilese Primary School,4
1721,COPPERBELT,MASAITI,MASAITI,LUANSOBE,KALOKO,Luansobe Secondary School,4
1722,COPPERBELT,MASAITI,MASAITI,KASHITU,CHAFUNTA,Levy Mwanawasa Primary School,4
1723,COPPERBELT,MASAITI,MASAITI,KASHITU,KALWEO,Kalweo Secondary School,4
1724,COPPERBELT,MASAITI,MASAITI,KASHITU,KASHITU,Kashitu Primary School,4
1725,COPPERBELT,MASAITI,KAFULAFUTA,MIENGWE,MIENGWE,Miengwe Primary School,4
1726,COPPERBELT,MASAITI,KAFULAFUTA,ISHITWE,SILANGWA,Silangwa Secondary School,4
1727,COPPERBELT,MASAITI,KAFULAFUTA,MAPALO,CHIKUMBI,Chikumbi Primary School,4
1728,COPPERBELT,MASAITI,KAFULAFUTA,MAJALIWA,CHIWALA,Chiwala Primary School,4
1729,COPPERBELT,MASAITI,KAFULAFUTA,MAJALIWA,LUPIYA,Lupiya Primary School,4
1730,COPPERBELT,MASAITI,KAFULAFUTA,CHONDWE,CHONDWE,Chondwe Primary School,4
1731,COPPERBELT,MASAITI,KAFULAFUTA,MUTABA,MUTABA,Mutaba Secondary School,4
1732,COPPERBELT,MASAITI,MASAITI,LUANSOBE,KWESHA RESETTLEMENT,Kwesha Primary School,4
1733,COPPERBELT,MASAITI,KAFULAFUTA,KATONTE,CHIKOKA,Chief Chiwala's Camp,4
1734,COPPERBELT,MPONGWE,MPONGWE,LUSWISHI,KALABI,Kalabi Community School,1
1735,COPPERBELT,MPONGWE,MPONGWE,KASONGA,KAPILI,Kapili Primary School,1
1736,COPPERBELT,MPONGWE,MPONGWE,MUNKUMPU,CHIKOLONGO,Tsetse Fly Control Centre,1
1737,COPPERBELT,MPONGWE,MPONGWE,MUNKUMPU,MULELA,Mulela Primary School,1
1738,COPPERBELT,MPONGWE,MPONGWE,IPUMBU,KALUKWISO,Kalukwiso Community School,1
1739,COPPERBELT,MPONGWE,MPONGWE,KASHIBA,MFULABUNGA,Mfulabunga Secondary School,1
1740,COPPERBELT,MPONGWE,MPONGWE,MPONGWE CENTRAL,MWITILA,Lesa Nkushe Primary School,1
1741,COPPERBELT,MPONGWE,MPONGWE,MPONGWE CENTRAL,CHINWA,Chinwa Primary School,1
1742,COPPERBELT,MPONGWE,MPONGWE,KANYENDA,NKULUMASHIBA,Nkulumashiba Primary School,1
1743,COPPERBELT,MPONGWE,MPONGWE,KANYENDA,KANYENDA,Kanyenda Secondary School,1
1744,COPPERBELT,MPONGWE,MPONGWE,KASAMBA,KASAMBA,Kasamba Secondary School,1
1745,COPPERBELT,MPONGWE,MPONGWE,IBENGA,MIPINI,Mipini Community School,1
1746,COPPERBELT,MPONGWE,MPONGWE,IBENGA,KAMPELEMBE,Kampelembe Primary School,1
1747,COPPERBELT,MPONGWE,MPONGWE,CHISAPA,MALEMBEKA,Kantolo Baptist Church,1
1748,COPPERBELT,MPONGWE,MPONGWE,NTANDA,NTANDA,Ntanda Primary School,1
1749,COPPERBELT,MPONGWE,MPONGWE,NTANDA,LUKANGA NORTH BLOCK B,Muchindushi Primary School,1
1750,COPPERBELT,MPONGWE,MPONGWE,MIKATA,MPONDWA,Mpondwa Community School,1
1751,COPPERBELT,MPONGWE,MPONGWE,MUSOFU,KAKOLO,Mushipashi Primary School,1
1752,COPPERBELT,MPONGWE,MPONGWE,LUSWISHI,MAYEWE,Mayewe (Temporal Shelter),2
1753,COPPERBELT,MPONGWE,MPONGWE,KASONGA,MITUMBA,Mitumba Chiefs Camp,2
1754,COPPERBELT,MPONGWE,MPONGWE,MUNKUMPU,MUNKUMPU,Munkumpu Secondary School,2
1755,COPPERBELT,MPONGWE,MPONGWE,IPUMBU,KANYUMA,Kanyuma Private School,2
1756,COPPERBELT,MPONGWE,MPONGWE,KASHIBA,ST ANTHONY AREA,St. Anthony Primary School,2
1757,COPPERBELT,MPONGWE,MPONGWE,KASHIBA,MINSONGWE,Minsongwe Primary School,2
1758,COPPERBELT,MPONGWE,MPONGWE,MPONGWE CENTRAL,CHIPESE,Chipese Primary School,2
1759,COPPERBELT,MPONGWE,MPONGWE,MPONGWE CENTRAL,KABUMBA,Kabumba Primary School,2
1760,COPPERBELT,MPONGWE,MPONGWE,KANYENDA,NKUMBU,Nkumbu Primary School,2
1761,COPPERBELT,MPONGWE,MPONGWE,KANYENDA,BUYANTANSHI,Buyantanshi Primary School,2
1762,COPPERBELT,MPONGWE,MPONGWE,KASAMBA,FIKOLA,Mulilansolo Baptist Church,2
1763,COPPERBELT,MPONGWE,MPONGWE,IBENGA,BUTIKILI,Butikili Primary School,2
1764,COPPERBELT,MPONGWE,MPONGWE,IBENGA,MULILANTAMBO,Mulilantambo Primary School,2
1765,COPPERBELT,MPONGWE,MPONGWE,CHISAPA,CHISAPA,Chisapa Secondary School,2
1766,COPPERBELT,MPONGWE,MPONGWE,NTANDA,CHIBANGU,Chibangu Community School,2
1767,COPPERBELT,MPONGWE,MPONGWE,MIKATA,MIPOLOMBO,Nawanda Community School,2
1768,COPPERBELT,MPONGWE,MPONGWE,NAMPAMBA,NAMPAMBA,Chawama Primary School,2
1769,COPPERBELT,MPONGWE,MPONGWE,MUSOFU,MIYANDA,Kasamba Community School,2
1774,COPPERBELT,MPONGWE,MPONGWE,LUSWISHI,KATOBO,Luswishi Primary School,3
1775,COPPERBELT,MPONGWE,MPONGWE,KASONGA,CHIMBOFUMA,Katemene Kwiyulu Community School,3
1776,COPPERBELT,MPONGWE,MPONGWE,MUNKUMPU,KAMPEMBA,Kampemba Club,3
1777,COPPERBELT,MPONGWE,MPONGWE,IPUMBU,NKULUNGO,Lukangala Primary School,3
1778,COPPERBELT,MPONGWE,MPONGWE,KASHIBA,KALAMBA,Kalamba Community School,3
1779,COPPERBELT,MPONGWE,MPONGWE,KASHIBA,CHINAMPANGA,Chinampanga Primary School,3
1780,COPPERBELT,MPONGWE,MPONGWE,MPONGWE CENTRAL,KASHINKA,Mpongwe Day Secondary School,3
1781,COPPERBELT,MPONGWE,MPONGWE,MPONGWE CENTRAL,BWEMBELELO,Bwembelelo Primary School,3
1782,COPPERBELT,MPONGWE,MPONGWE,KANYENDA,IBONDWE,Kalunkumya Primary School,3
1783,COPPERBELT,MPONGWE,MPONGWE,KANYENDA,CHIBULI,Chibuli Primary School,3
1784,COPPERBELT,MPONGWE,MPONGWE,KASAMBA,POPOLO,Mikumbi Primary School,3
1785,COPPERBELT,MPONGWE,MPONGWE,IBENGA,IBENGA,St. Thresa’s Secondary School,3
1786,COPPERBELT,MPONGWE,MPONGWE,IBENGA,MUKOKOMI AREA,Chipala Baptist Church,3
1787,COPPERBELT,MPONGWE,MPONGWE,KALWEO,LWAMABWE,Lwamabwe Primary School,3
1788,COPPERBELT,MPONGWE,MPONGWE,NTANDA,LUKANGA NORTH,Lukanga North Catholic Church,3
1789,COPPERBELT,MPONGWE,MPONGWE,MIKATA,MIKATA,Mikata Secondary School,3
